1697241600000,1.00020000,1.00030000,1.00020000,1.00020000,14813.00000000,1697241659999,14817.00820000,31,10456.00000000,10459.13680000,0
1697241660000,1.00020000,1.00030000,1.00020000,1.00020000,3042.00000000,1697241719999,3042.75260000,16,1442.00000000,1442.43260000,0
1697241720000,1.00030000,1.00030000,1.00020000,1.00030000,18483.00000000,1697241779999,18486.80450000,22,1079.00000000,1079.32370000,0
1697241780000,1.00020000,1.00030000,1.00020000,1.00020000,72176.00000000,1697241839999,72190.52480000,35,896.00000000,896.26880000,0
1697241840000,1.00030000,1.00030000,1.00020000,1.00020000,26851.00000000,1697241899999,26856.39770000,21,275.00000000,275.08250000,0
1697241900000,1.00020000,1.00030000,1.00020000,1.00020000,4967.00000000,1697241959999,4968.16770000,20,1743.00000000,1743.52290000,0
1697241960000,1.00030000,1.00030000,1.00020000,1.00030000,7392.00000000,1697242019999,7393.88340000,22,4050.00000000,4051.21500000,0
1697242020000,1.00030000,1.00030000,1.00020000,1.00030000,8458.00000000,1697242079999,8460.19640000,38,5048.00000000,5049.51440000,0
1697242080000,1.00030000,1.00030000,1.00020000,1.00030000,10268.00000000,1697242139999,10270.41380000,28,3602.00000000,3603.08060000,0
1697242140000,1.00030000,1.00030000,1.00020000,1.00030000,18840.00000000,1697242199999,18844.05820000,22,2902.00000000,2902.87060000,0
1697242200000,1.00030000,1.00030000,1.00020000,1.00030000,13057.00000000,1697242259999,13059.78520000,26,1738.00000000,1738.52140000,0
1697242260000,1.00020000,1.00030000,1.00020000,1.00020000,27086.00000000,1697242319999,27092.90210000,22,14849.00000000,14853.45470000,0
1697242320000,1.00020000,1.00030000,1.00020000,1.00020000,7407.00000000,1697242379999,7408.51900000,20,376.00000000,376.11280000,0
1697242380000,1.00020000,1.00030000,1.00020000,1.00030000,2838.00000000,1697242439999,2838.65960000,11,920.00000000,920.27600000,0
1697242440000,1.00020000,1.00030000,1.00020000,1.00020000,4825.00000000,1697242499999,4826.23340000,17,2684.00000000,2684.80520000,0
1697242500000,1.00020000,1.00030000,1.00020000,1.00020000,10569.00000000,1697242559999,10571.38890000,34,2751.00000000,2751.82530000,0
1697242560000,1.00020000,1.00030000,1.00020000,1.00020000,52821.00000000,1697242619999,52831.59560000,95,314.00000000,314.09420000,0
1697242620000,1.00020000,1.00030000,1.00020000,1.00020000,13544.00000000,1697242679999,13546.76340000,41,546.00000000,546.16380000,0
1697242680000,1.00020000,1.00030000,1.00020000,1.00020000,17559.00000000,1697242739999,17562.63830000,42,1265.00000000,1265.37950000,0
1697242740000,1.00020000,1.00030000,1.00020000,1.00030000,13398.00000000,1697242799999,13400.75950000,26,799.00000000,799.23970000,0
1697242800000,1.00020000,1.00030000,1.00020000,1.00020000,6795.00000000,1697242859999,6796.38150000,31,225.00000000,225.06750000,0
1697242860000,1.00030000,1.00030000,1.00020000,1.00020000,298654.00000000,1697242919999,298713.87130000,103,1405.00000000,1405.42150000,0
1697242920000,1.00020000,1.00030000,1.00020000,1.00030000,128727.00000000,1697242979999,128752.75960000,77,142.00000000,142.04260000,0
1697242980000,1.00020000,1.00030000,1.00020000,1.00020000,38679.00000000,1697243039999,38687.50760000,90,7718.00000000,7720.31540000,0
1697243040000,1.00020000,1.00030000,1.00020000,1.00020000,14561.00000000,1697243099999,14564.18140000,41,2692.00000000,2692.80760000,0
1697243100000,1.00020000,1.00030000,1.00020000,1.00030000,38866.00000000,1697243159999,38875.86810000,63,20949.00000000,20955.28470000,0
1697243160000,1.00020000,1.00030000,1.00020000,1.00030000,10680.00000000,1697243219999,10682.39200000,41,2560.00000000,2560.76800000,0
1697243220000,1.00020000,1.00030000,1.00020000,1.00030000,21875.00000000,1697243279999,21879.52060000,38,1456.00000000,1456.43680000,0
1697243280000,1.00020000,1.00030000,1.00020000,1.00020000,614099.00000000,1697243339999,614221.95650000,56,1367.00000000,1367.41010000,0
1697243340000,1.00020000,1.00030000,1.00020000,1.00020000,32576.00000000,1697243399999,32582.82030000,64,3051.00000000,3051.91530000,0
1697243400000,1.00030000,1.00030000,1.00020000,1.00030000,26312.00000000,1697243459999,26317.52390000,64,2615.00000000,2615.78450000,0
1697243460000,1.00020000,1.00030000,1.00020000,1.00030000,61046.00000000,1697243519999,61058.27150000,127,623.00000000,623.18690000,0
1697243520000,1.00020000,1.00030000,1.00020000,1.00020000,27479.00000000,1697243579999,27484.59670000,47,1009.00000000,1009.30270000,0
1697243580000,1.00020000,1.00030000,1.00020000,1.00020000,17642.00000000,1697243639999,17645.57760000,50,492.00000000,492.14760000,0
1697243640000,1.00020000,1.00030000,1.00020000,1.00020000,27242.00000000,1697243699999,27247.59870000,65,1503.00000000,1503.45090000,0
1697243700000,1.00020000,1.00030000,1.00020000,1.00020000,14777.00000000,1697243759999,14780.01190000,39,565.00000000,565.16950000,0
1697243760000,1.00020000,1.00030000,1.00020000,1.00020000,55912.00000000,1697243819999,55923.38800000,53,2056.00000000,2056.61680000,0
1697243820000,1.00020000,1.00030000,1.00020000,1.00020000,13643.00000000,1697243879999,13645.78100000,39,524.00000000,524.15720000,0
1697243880000,1.00020000,1.00030000,1.00020000,1.00020000,17223.00000000,1697243939999,17226.64400000,36,1994.00000000,1994.59820000,0
1697243940000,1.00020000,1.00020000,1.00020000,1.00020000,21361.00000000,1697243999999,21365.27220000,16,0.00000000,0.00000000,0
1697244000000,1.00020000,1.00030000,1.00020000,1.00030000,24622.00000000,1697244059999,24627.11600000,59,1916.00000000,1916.57480000,0
