minute,reserve0,reserve1
2025-01-03 19:58:00.000 UTC,24280189707852,6705992842776900849984
2025-01-03 19:59:00.000 UTC,24279944033614,6706060900883834244638
2025-01-03 20:00:00.000 UTC,24279633968730,6706146798830654112923
2025-01-03 20:03:00.000 UTC,24276630341776,6706979013727228135314
2025-01-03 20:04:00.000 UTC,24275954560608,6707166280862171675127
2025-01-03 20:05:00.000 UTC,24279525190250,6706183573431915854418
2025-01-03 20:06:00.000 UTC,24279624315250,6706156276625553105188
2025-01-03 20:07:00.000 UTC,24278880123188,6706362451102706179086
2025-01-03 20:08:00.000 UTC,24278034508587,6706596739524922331194
2025-01-03 20:09:00.000 UTC,24268606638571,6709239033074197134570
2025-01-03 20:11:00.000 UTC,24249834456994,6714448389977447369334
2025-01-03 20:12:00.000 UTC,24247015676782,6715231311357492640865
2025-01-03 20:14:00.000 UTC,24247546196800,6715084827373233902939
2025-01-03 20:15:00.000 UTC,24250480961667,6714274738495338879016
2025-01-03 20:16:00.000 UTC,24250076782198,6714389710701145234243
2025-01-03 20:18:00.000 UTC,24252325704497,6713768951904900732473
2025-01-03 20:19:00.000 UTC,24252575794497,6713699927921480513086
2025-01-03 20:20:00.000 UTC,24254565744435,6713150775856832090327
2025-01-03 20:21:00.000 UTC,24254595744435,6713142497411684349308
2025-01-03 20:22:00.000 UTC,24252338371846,6713771517661798762860
2025-01-03 20:23:00.000 UTC,24253742285662,6713384060689488007464
2025-01-03 20:26:00.000 UTC,24249624600706,6714527450797718052213
2025-01-03 20:28:00.000 UTC,24248678159694,6714791216273348541539
2025-01-03 20:29:00.000 UTC,24249583389710,6714541464672725001474
2025-01-03 20:30:00.000 UTC,24250083389710,6714403436317383254559
2025-01-03 20:31:00.000 UTC,24263719087664,6710641397316201690020
2025-01-03 20:32:00.000 UTC,24263088985622,6710816194193416608414
2025-01-03 20:33:00.000 UTC,24263540970075,6710693689425156973243
2025-01-03 20:35:00.000 UTC,24252886429697,6713650637626944877152
2025-01-03 20:36:00.000 UTC,24251711905143,6713976762028661395882
2025-01-03 20:37:00.000 UTC,24254258191293,6713275689624249218965
2025-01-03 20:38:00.000 UTC,24253227044111,6713562282719346716093
2025-01-03 20:39:00.000 UTC,24253576978208,6713465709066558362861
2025-01-03 20:40:00.000 UTC,24254507177419,6713209009294558883394
2025-01-03 20:41:00.000 UTC,24254809265369,6713126482328829051681
2025-01-03 20:42:00.000 UTC,24255309265369,6712988512793096384365
2025-01-03 20:43:00.000 UTC,24255102158952,6713046005293096384365
2025-01-03 20:44:00.000 UTC,24254266911811,6713277878902064668079
2025-01-03 20:45:00.000 UTC,24253725957919,6713428394721873205205
2025-01-03 20:46:00.000 UTC,24250646241622,6714283533573560280006
2025-01-03 20:47:00.000 UTC,24230608741622,6719854307844736085157
2025-01-03 20:48:00.000 UTC,24187170786057,6731959477553570001448
2025-01-03 20:49:00.000 UTC,24203318558206,6727481570479783364399
2025-01-03 20:50:00.000 UTC,24218308533206,6723330082045936524878
2025-01-03 20:51:00.000 UTC,24218800566883,6723193905375711830037
2025-01-03 20:52:00.000 UTC,24213645208143,6724629656754488090123
2025-01-03 20:53:00.000 UTC,24213823243591,6724580361325156888396
2025-01-03 20:54:00.000 UTC,24219863244655,6722908401056212917760
2025-01-03 20:55:00.000 UTC,24221570446241,6722436136326055659705
2025-01-03 20:57:00.000 UTC,24237567537774,6718012548024733492307
2025-01-03 20:58:00.000 UTC,24237391439684,6718061504982411739386
2025-01-03 20:59:00.000 UTC,24237121325361,6718136600739409427069
2025-01-03 21:00:00.000 UTC,24238672592860,6717708247917700683436
2025-01-03 21:01:00.000 UTC,24238066479294,6717877757783177229194
2025-01-03 21:02:00.000 UTC,24238129721670,6717861842161515236817
2025-01-03 21:03:00.000 UTC,24237747830455,6717970214337086001440
2025-01-03 21:04:00.000 UTC,24237556429682,6718023424889930318653
2025-01-03 21:05:00.000 UTC,24249205112467,6714809357904237986440
2025-01-03 21:06:00.000 UTC,24245993047116,6715701600514779009875
2025-01-03 21:08:00.000 UTC,24247793047116,6715204565557706657288
2025-01-03 21:09:00.000 UTC,24246799919935,6715480441945363776846
2025-01-03 21:10:00.000 UTC,24246689050689,6715511241226805364253
2025-01-03 21:11:00.000 UTC,24246905990243,6715451337110664349414
2025-01-03 21:12:00.000 UTC,24243150148556,6716496515688754233223
2025-01-03 21:13:00.000 UTC,24242382760483,6716709764877031213282
2025-01-03 21:14:00.000 UTC,24243689079125,6716348935224693273617
2025-01-03 21:15:00.000 UTC,24244819409125,6716036748260515963589
2025-01-03 21:17:00.000 UTC,24245645166184,6715808699972414786540
2025-01-03 21:18:00.000 UTC,24245439179002,6715865928595878874796
2025-01-03 21:21:00.000 UTC,24246039179002,6715700234262586899245
2025-01-03 21:22:00.000 UTC,24250039179002,6714595814467429207144
2025-01-03 21:23:00.000 UTC,24249267330293,6714810597635533030701
2025-01-03 21:24:00.000 UTC,24248920008526,6714907946392372404727
2025-01-03 21:25:00.000 UTC,24249920008526,6714631872737349198203
2025-01-03 21:26:00.000 UTC,24249949572170,6714623711340582055897
2025-01-03 21:28:00.000 UTC,24251037077034,6714323506432046743083
2025-01-03 21:29:00.000 UTC,24250844870946,6714376882598161972120
2025-01-03 21:30:00.000 UTC,24250795521257,6714390587281119863071
2025-01-03 21:31:00.000 UTC,24250931382791,6714353689774983000767
2025-01-03 21:32:00.000 UTC,24251931382791,6714077661802153597913
2025-01-03 21:33:00.000 UTC,24250501283435,6714474795457211986845
2025-01-03 21:34:00.000 UTC,24250225080777,6714551501392509328827
2025-01-03 21:35:00.000 UTC,24247940434598,6715186051535397159372
2025-01-03 21:38:00.000 UTC,24245784156268,6715785595573881161373
2025-01-03 21:40:00.000 UTC,24245723433582,6715802465667519429622
2025-01-03 21:41:00.000 UTC,24248378437366,6715069344744349055599
2025-01-03 21:42:00.000 UTC,24248277351225,6715097422737918351851
2025-01-03 21:43:00.000 UTC,24248239189420,6715108022737918351851
2025-01-03 21:44:00.000 UTC,24248852841623,6714938597035689055064
2025-01-03 21:45:00.000 UTC,24247772785755,6715238597035689055064
2025-01-03 21:46:00.000 UTC,24245506604790,6715868146145564232682
2025-01-03 21:47:00.000 UTC,24243454303453,6716438380831547822128
2025-01-03 21:49:00.000 UTC,24252793464900,6713859799750248272250
2025-01-03 21:50:00.000 UTC,24258793464900,6712204221158483952005
2025-01-03 21:51:00.000 UTC,24257796250772,6712480983554868486493
2025-01-03 21:52:00.000 UTC,24257946250772,6712439601174870808232
2025-01-03 21:53:00.000 UTC,24257473972261,6712570681600891910372
2025-01-03 21:54:00.000 UTC,24257673972261,6712515503737237360691
2025-01-03 21:56:00.000 UTC,24257574052227,6712543236641635106006
2025-01-03 21:59:00.000 UTC,24256184767006,6712932765269985481843
2025-01-03 22:01:00.000 UTC,24256058743695,6712967747524262030361
2025-01-03 22:02:00.000 UTC,24256023034226,6712977660024262030361
2025-01-03 22:03:00.000 UTC,24255583723197,6713099609636632134897
2025-01-03 22:04:00.000 UTC,24256627360181,6712811646198406696661
2025-01-03 22:05:00.000 UTC,24256380356554,6712880208698406696661
2025-01-03 22:06:00.000 UTC,24256312812494,6712899735134599883671
2025-01-03 22:07:00.000 UTC,24256196892263,6712931912577701250646
2025-01-03 22:08:00.000 UTC,24255841511605,6713031074619645271313
2025-01-03 22:11:00.000 UTC,24256056655010,6712971710823404124387
2025-01-03 22:14:00.000 UTC,24257056254268,6712695908539176462798
2025-01-03 22:16:00.000 UTC,24257556544268,6712557880623906985725
2025-01-03 22:17:00.000 UTC,24258208688446,6712377965310177171705
2025-01-03 22:18:00.000 UTC,24258808688446,6712212444206138004024
2025-01-03 22:19:00.000 UTC,24261258688446,6711536651158474035300
2025-01-03 22:20:00.000 UTC,24261383688446,6711502175578728874348
2025-01-03 22:22:00.000 UTC,24262383688446,6711226383695196254151
2025-01-03 22:24:00.000 UTC,24262841484798,6711100134755910239343
2025-01-03 22:25:00.000 UTC,24262819626825,6711106198867656726340
2025-01-03 22:26:00.000 UTC,24263026845670,6711049107930776757103
2025-01-03 22:27:00.000 UTC,24262869075023,6711092878209442621830
2025-01-03 22:28:00.000 UTC,24262781958549,6711117462684970960564
2025-01-03 22:29:00.000 UTC,24261062405624,6711594558288165613308
2025-01-03 22:30:00.000 UTC,24258070406598,6712424859712742145371
2025-01-03 22:31:00.000 UTC,24258570406598,6712286923142557384948
2025-01-03 22:32:00.000 UTC,24260657172927,6711711301641520808683
2025-01-03 22:33:00.000 UTC,24262738897902,6711137169275877575933
2025-01-03 22:36:00.000 UTC,24263076014376,6711044203005359179340
2025-01-03 22:37:00.000 UTC,24264076014376,6710768449175141469971
2025-01-03 22:38:00.000 UTC,24264967018208,6710522770586136545142
2025-01-03 22:40:00.000 UTC,24265838359956,6710282744668686315935
2025-01-03 22:41:00.000 UTC,24264727283068,6710597995288820702714
2025-01-03 22:42:00.000 UTC,24265317283068,6710435319678667085536
2025-01-03 22:43:00.000 UTC,24265528702860,6710381668259359388573
2025-01-03 22:44:00.000 UTC,24264930585535,6710547573228278023485
2025-01-03 22:45:00.000 UTC,24264541980427,6710655368375111881911
2025-01-03 22:46:00.000 UTC,24266672022062,6710068098037995451794
2025-01-03 22:47:00.000 UTC,24266559159040,6710099400265495377276
2025-01-03 22:48:00.000 UTC,24271559159040,6708721249568071990963
2025-01-03 22:49:00.000 UTC,24276559159040,6707343665707288268962
2025-01-03 22:50:00.000 UTC,24275559159040,6707620797377062200403
2025-01-03 22:51:00.000 UTC,24279044182996,6706663385134749757249
2025-01-03 22:52:00.000 UTC,24269966988802,6709179287555134726806
2025-01-03 22:55:00.000 UTC,24269885201803,6709201964826169476158
2025-01-03 22:57:00.000 UTC,24267502048873,6709862814341596153581
2025-01-03 22:58:00.000 UTC,24299402947484,6701080321374013629715
2025-01-03 22:59:00.000 UTC,24285830381746,6704836743217491679162
2025-01-03 23:01:00.000 UTC,24285092969534,6705042605994528978137
2025-01-03 23:03:00.000 UTC,24284698102117,6705152462429961611364
2025-01-03 23:05:00.000 UTC,24290151631381,6703652469577719337899
2025-01-03 23:06:00.000 UTC,24283098030833,6705605563467576788296
2025-01-03 23:07:00.000 UTC,24277913038504,6707047266016248114590
2025-01-03 23:08:00.000 UTC,24274724935105,6707930781785668047353
2025-01-03 23:09:00.000 UTC,24270901959725,6708990711507911235262
2025-01-03 23:10:00.000 UTC,24270826912041,6709011518761664623339
2025-01-03 23:11:00.000 UTC,24270841607617,6709009521959256870499
2025-01-03 23:14:00.000 UTC,24270705962926,6709047799527132288885
2025-01-03 23:17:00.000 UTC,24271201587926,6708911209812310146356
2025-01-03 23:18:00.000 UTC,24270547488966,6709092561156633315226
2025-01-03 23:19:00.000 UTC,24269119359631,6709488549284482371641
2025-01-03 23:23:00.000 UTC,24268939046840,6709538549284482371641
2025-01-03 23:24:00.000 UTC,24268366408417,6709697360955240307222
2025-01-03 23:25:00.000 UTC,24266231601276,6710289418766211703164
2025-01-03 23:26:00.000 UTC,24265772354539,6710416963997884334170
2025-01-03 23:27:00.000 UTC,24264373356881,6710805027031273482750
2025-01-03 23:29:00.000 UTC,24264148584459,6710867380042586707122
2025-01-03 23:30:00.000 UTC,24264090466262,6710883642907235619648
2025-01-03 23:31:00.000 UTC,24264585466262,6710747150901290372386
2025-01-03 23:32:00.000 UTC,24263600706914,6711020346959111815776
2025-01-03 23:33:00.000 UTC,24262784490555,6711246789516727473951
2025-01-03 23:34:00.000 UTC,24263016405140,6711182953283857466788
2025-01-03 23:35:00.000 UTC,24262933936621,6711206613530006955253
2025-01-03 23:36:00.000 UTC,24258526394381,6712429644780006955253
2025-01-03 23:37:00.000 UTC,24254971286845,6713416461745075049546
2025-01-03 23:38:00.000 UTC,24255591037956,6713245442798264245108
2025-01-03 23:39:00.000 UTC,24258375270709,6712477247488411546994
2025-01-03 23:40:00.000 UTC,24257539384698,6712709247488411546994
2025-01-03 23:41:00.000 UTC,24256477801217,6713003912863281748031
2025-01-03 23:42:00.000 UTC,24248203205297,6715301590199720885604
2025-01-03 23:43:00.000 UTC,24245043645673,6716179346570401598034
2025-01-03 23:44:00.000 UTC,24244692770673,6716276837198207967017
2025-01-03 23:46:00.000 UTC,24243773068001,6716532390013022235450
2025-01-03 23:47:00.000 UTC,24242478254184,6716892205842782379144
2025-01-03 23:48:00.000 UTC,24242498254184,6716886681047874210922
2025-01-03 23:50:00.000 UTC,24242607808675,6716856651734388358761
2025-01-03 23:51:00.000 UTC,24242106125368,6716996073386483068410
2025-01-03 23:52:00.000 UTC,24245606125368,6716029342895826675511
2025-01-03 23:54:00.000 UTC,24245480596090,6716064219296857817977
2025-01-03 23:55:00.000 UTC,24242937754935,6716770786816126993639
2025-01-03 23:58:00.000 UTC,24243437754935,6716632674784399385041
2025-01-04 00:00:00.000 UTC,24242417519010,6716917150422816618384
2025-01-04 00:02:00.000 UTC,24242336593730,6716940344174849034208
2025-01-04 00:03:00.000 UTC,24242451094753,6716915594358626844498
2025-01-04 00:04:00.000 UTC,24241731076964,6717116323367636731915
2025-01-04 00:05:00.000 UTC,24237758481390,6718225159604674378291
2025-01-04 00:06:00.000 UTC,24234382131079,6719164523766968648301
2025-01-04 00:07:00.000 UTC,24229339821963,6720567199174924186109
2025-01-04 00:08:00.000 UTC,24230695121609,6720193370221714092002
2025-01-04 00:09:00.000 UTC,24231447085696,6719985534040944896132
2025-01-04 00:10:00.000 UTC,24230945727994,6720124994312497805925
2025-01-04 00:11:00.000 UTC,24231092806217,6720084326773741839048
2025-01-04 00:13:00.000 UTC,24227504999204,6721082486473408330759
2025-01-04 00:14:00.000 UTC,24229002771215,6720672079567278222512
2025-01-04 00:15:00.000 UTC,24228566457533,6720793471175741397493
2025-01-04 00:17:00.000 UTC,24228604496200,6720782951251822881345
2025-01-04 00:18:00.000 UTC,24228846465840,6720716033216504891183
2025-01-04 00:19:00.000 UTC,24229619464592,6720502265092981504429
2025-01-04 00:20:00.000 UTC,24230417576081,6720281566483432259756
2025-01-04 00:24:00.000 UTC,24228946912701,6720699039386481272346
2025-01-04 00:25:00.000 UTC,24240046912701,6717630725925625469731
2025-01-04 00:26:00.000 UTC,24242866876193,6716851665935583425767
2025-01-04 00:27:00.000 UTC,24243856876193,6716578205530918354814
2025-01-04 00:28:00.000 UTC,24243750911059,6716607650838741018952
2025-01-04 00:29:00.000 UTC,24243620788948,6716643809175298006539
2025-01-04 00:30:00.000 UTC,24243656843756,6716633891047414277242
2025-01-04 00:33:00.000 UTC,24243300378443,6716734599245576045842
2025-01-04 00:34:00.000 UTC,24242211301343,6717037255350724352470
2025-01-04 00:35:00.000 UTC,24242085247901,6717072287544473492004
2025-01-04 00:37:00.000 UTC,24242105247901,6717066762511875230523
2025-01-04 00:39:00.000 UTC,24242700317545,6716902377711470467847
2025-01-04 00:40:00.000 UTC,24242771727859,6716882651537039165961
2025-01-04 00:41:00.000 UTC,24243771727859,6716606426661329677806
2025-01-04 00:42:00.000 UTC,24244217011730,6716484113059915670200
2025-01-04 00:43:00.000 UTC,24243824790860,6716593350192630216906
2025-01-04 00:44:00.000 UTC,24249824790860,6714936484974388723038
2025-01-04 00:46:00.000 UTC,24249319816184,6715076739469607136335
2025-01-04 00:50:00.000 UTC,24249956702076,6714901081644579520909
2025-01-04 00:51:00.000 UTC,24249941783067,6714905338360703791124
2025-01-04 00:52:00.000 UTC,24251027918903,6714606819532299950552
2025-01-04 00:53:00.000 UTC,24250823374876,6714663708716766903114
2025-01-04 00:54:00.000 UTC,24248484174140,6715313407478172693563
2025-01-04 00:55:00.000 UTC,24248458958725,6715320486476277203591
2025-01-04 00:56:00.000 UTC,24248080705076,6715426174698754964264
2025-01-04 00:57:00.000 UTC,24247963100309,6715458843115644471165
2025-01-04 00:58:00.000 UTC,24247873102254,6715483843115644471165
2025-01-04 00:59:00.000 UTC,24256351958461,6713144338961238496075
2025-01-04 01:00:00.000 UTC,24246882907148,6715791374739932041632
2025-01-04 01:01:00.000 UTC,24245292355922,6716233273003877625060
2025-01-04 01:02:00.000 UTC,24244750012276,6716383964054148324633
2025-01-04 01:03:00.000 UTC,24232795510692,6719721785140454728192
2025-01-04 01:04:00.000 UTC,24232691100368,6719750825228885648864
2025-01-04 01:07:00.000 UTC,24212993930660,6725233765644436234436
2025-01-04 01:09:00.000 UTC,24214093930660,6724929167635772161946
2025-01-04 01:10:00.000 UTC,24202616594312,6728128025189591589413
2025-01-04 01:11:00.000 UTC,24184697684698,6733128025189591589413
2025-01-04 01:12:00.000 UTC,24184747684698,6733114146755195110921
2025-01-04 01:13:00.000 UTC,24184797684698,6733100268378097506753
2025-01-04 01:14:00.000 UTC,24181436206137,6734039409539555825017
2025-01-04 01:15:00.000 UTC,24176237996402,6735491673538023508864
2025-01-04 01:16:00.000 UTC,24177159171337,6735236776399036192483
2025-01-04 01:17:00.000 UTC,24177857041915,6735042953472172493157
2025-01-04 01:18:00.000 UTC,24178048798904,6734989697846800364120
2025-01-04 01:20:00.000 UTC,24172661924556,6736504311034166676484
2025-01-04 01:21:00.000 UTC,24180550317670,6734313446571068261146
2025-01-04 01:22:00.000 UTC,24182550317670,6733758160872588187988
2025-01-04 01:23:00.000 UTC,24182036139633,6733901770320568045627
2025-01-04 01:24:00.000 UTC,24181678113427,6734001770320568045627
2025-01-04 01:26:00.000 UTC,24182101453255,6733884331134720710630
2025-01-04 01:27:00.000 UTC,24183232775487,6733570256528475444517
2025-01-04 01:28:00.000 UTC,24183211291495,6733576256528475444517
2025-01-04 01:29:00.000 UTC,24183158032745,6733592718727714128238
2025-01-04 01:30:00.000 UTC,24183135749932,6733598941861006207690
2025-01-04 01:33:00.000 UTC,24182809249633,6733690425816477194047
2025-01-04 01:34:00.000 UTC,24181974228905,6733923644581053983813
2025-01-04 01:35:00.000 UTC,24181215334175,6734135782912281630745
2025-01-04 01:36:00.000 UTC,24171081832172,6736967532799383453065
2025-01-04 01:37:00.000 UTC,24171437697070,6736868645093628200108
2025-01-04 01:39:00.000 UTC,24172082345799,6736689517564724588335
2025-01-04 01:40:00.000 UTC,24173245893844,6736366228433633670073
2025-01-04 01:41:00.000 UTC,24173663138030,6736250305678819696746
2025-01-04 01:43:00.000 UTC,24178713138030,6734847582932540601574
2025-01-04 01:44:00.000 UTC,24177845216646,6735090073812257581471
2025-01-04 01:46:00.000 UTC,24178094290648,6735020899490138453840
2025-01-04 01:47:00.000 UTC,24178379788029,6734942282408524190359
2025-01-04 01:48:00.000 UTC,24177774248072,6735111468714451956682
2025-01-04 01:49:00.000 UTC,24177946309218,6735063682419714792161
2025-01-04 01:50:00.000 UTC,24178024735281,6735042068097544656505
2025-01-04 01:51:00.000 UTC,24177688797295,6735135930030097501281
2025-01-04 01:53:00.000 UTC,24177765203201,6735114709691872239995
2025-01-04 01:54:00.000 UTC,24175786684508,6735668566851432895247
2025-01-04 01:55:00.000 UTC,24175897624240,6735637750559616716863
2025-01-04 01:56:00.000 UTC,24175415954753,6735772379788273926385
2025-01-04 01:57:00.000 UTC,24175755335696,6735678375116312450309
2025-01-04 01:58:00.000 UTC,24176388306429,6735502554930898590497
2025-01-04 01:59:00.000 UTC,24177226280160,6735269805235045909709
2025-01-04 02:00:00.000 UTC,24180599778243,6734332968903914896366
2025-01-04 02:01:00.000 UTC,24180233116611,6734435393535610342434
2025-01-04 02:02:00.000 UTC,24184230824113,6733327192384870473366
2025-01-04 02:04:00.000 UTC,24187889754113,6732311689422764129570
2025-01-04 02:05:00.000 UTC,24192889754113,6730924480415448168141
2025-01-04 02:06:00.000 UTC,24197771667684,6729570699625573627228
2025-01-04 02:08:00.000 UTC,24194665789892,6730437176476323121360
2025-01-04 02:09:00.000 UTC,24194515948865,6730478984720113783364
2025-01-04 02:10:00.000 UTC,24194497312160,6730484184720113783364
2025-01-04 02:11:00.000 UTC,24197454304489,6729664240941124715262
2025-01-04 02:12:00.000 UTC,24197277587555,6729713536739394147270
2025-01-04 02:15:00.000 UTC,24197183327814,6729739831114394147270
2025-01-04 02:18:00.000 UTC,24196839194470,6729835831114394147270
2025-01-04 02:19:00.000 UTC,24198792351529,6729294275327714838634
2025-01-04 02:20:00.000 UTC,24197680709056,6729604349619180428782
2025-01-04 02:21:00.000 UTC,24197157886840,6729750192101897030146
2025-01-04 02:23:00.000 UTC,24195544478602,6730200321374957698215
2025-01-04 02:25:00.000 UTC,24194926678595,6730372689291326013067
2025-01-04 02:27:00.000 UTC,24195326059824,6730262179133464914860
2025-01-04 02:32:00.000 UTC,24195197222155,6730298125129262930222
2025-01-04 02:33:00.000 UTC,24195176277617,6730303968738146260537
2025-01-04 02:34:00.000 UTC,24198925268721,6729267456847269755527
2025-01-04 02:36:00.000 UTC,24198554702393,6729370816051803299111
2025-01-04 02:37:00.000 UTC,24198705579791,6729328984721419830178
2025-01-04 02:39:00.000 UTC,24198133065349,6729488675996637642995
2025-01-04 02:41:00.000 UTC,24197827065349,6729574860471217871572
2025-01-04 02:46:00.000 UTC,24198347969648,6729430630275450363725
2025-01-04 02:48:00.000 UTC,24198554811525,6729373318190021376669
2025-01-04 02:49:00.000 UTC,24198396896412,6729417365213500072769
2025-01-04 02:50:00.000 UTC,24198012833830,6729524493610490703916
2025-01-04 02:51:00.000 UTC,24198002172909,6729527467360490703916
2025-01-04 02:52:00.000 UTC,24197881872909,6729561023940072111728
2025-01-04 02:53:00.000 UTC,24197981872909,6729533296948377978978
2025-01-04 02:54:00.000 UTC,24197475300632,6729674603126993969195
2025-01-04 02:55:00.000 UTC,24196777963179,6729869299254301207707
2025-01-04 02:56:00.000 UTC,24194944907930,6730380882827422077996
2025-01-04 02:57:00.000 UTC,24186180513175,6732827123171582731284
2025-01-04 02:58:00.000 UTC,24186785763174,6732659146377168547414
2025-01-04 02:59:00.000 UTC,24187120177457,6732566339009193426379
2025-01-04 03:00:00.000 UTC,24187220177457,6732538587292898622960
2025-01-04 03:01:00.000 UTC,24187519302457,6732455576339288059428
2025-01-04 03:03:00.000 UTC,24187893602286,6732351715868041457557
2025-01-04 03:04:00.000 UTC,24187923339786,6732343463704465635008
2025-01-04 03:05:00.000 UTC,24187923322029,6732343468661965635008
2025-01-04 03:06:00.000 UTC,24188156292651,6732278819957164003210
2025-01-04 03:07:00.000 UTC,24187654811214,6732418819957164003210
2025-01-04 03:09:00.000 UTC,24190129811214,6731732062456492183791
2025-01-04 03:11:00.000 UTC,24190629602249,6731593398592843495864
2025-01-04 03:12:00.000 UTC,24190828952998,6731538091585017429129
2025-01-04 03:13:00.000 UTC,24190929952998,6731510070930126706790
2025-01-04 03:15:00.000 UTC,24191776178864,6731275309776729716887
2025-01-04 03:21:00.000 UTC,24190752374169,6731561049050353076674
2025-01-04 03:23:00.000 UTC,24191207915074,6731434668338337460674
2025-01-04 03:25:00.000 UTC,24192179963759,6731165008756080768567
2025-01-04 03:26:00.000 UTC,24192281963759,6731136713818708422770
2025-01-04 03:27:00.000 UTC,24192145798996,6731174713818708422770
2025-01-04 03:28:00.000 UTC,24191692285409,6731302124798538348232
2025-01-04 03:29:00.000 UTC,24191190657889,6731442124798538348232
2025-01-04 03:30:00.000 UTC,24191295054517,6731413162659582181387
2025-01-04 03:32:00.000 UTC,24191732258235,6731291874527203540297
2025-01-04 03:33:00.000 UTC,24190972815397,6731504413717173986198
2025-01-04 03:34:00.000 UTC,24190899069277,6731524996502592330581
2025-01-04 03:35:00.000 UTC,24187079013088,6732591358433056364015
2025-01-04 03:36:00.000 UTC,24191381149318,6731397642143830548958
2025-01-04 03:37:00.000 UTC,24190662515072,6731598214114613366464
2025-01-04 03:38:00.000 UTC,24191462515072,6731376271217820928034
2025-01-04 03:39:00.000 UTC,24192938532420,6730966820233680977054
2025-01-04 03:44:00.000 UTC,24192982893351,6730954942550075257646
2025-01-04 03:45:00.000 UTC,24200463682142,6728881362458645316519
2025-01-04 03:46:00.000 UTC,24200579360840,6728849294917209303447
2025-01-04 03:47:00.000 UTC,24200495249348,6728872852756181830177
2025-01-04 03:48:00.000 UTC,24199998579131,6729011368756181830177
2025-01-04 03:49:00.000 UTC,24200148579131,6728969785388806234575
2025-01-04 03:52:00.000 UTC,24199639988582,6729111629986725869715
2025-01-04 03:57:00.000 UTC,24197346496747,6729751353126873139059
2025-01-04 03:58:00.000 UTC,24197443083589,6729724571147476658952
2025-01-04 04:00:00.000 UTC,24197274346504,6729771641367388565853
2025-01-04 04:01:00.000 UTC,24197143897062,6729808031470773078011
2025-01-04 04:03:00.000 UTC,24194682267206,6730494799936382729368
2025-01-04 04:04:00.000 UTC,24193741460684,6730757311911176906282
2025-01-04 04:05:00.000 UTC,24193445450826,6730839911374697556182
2025-01-04 04:06:00.000 UTC,24193585418102,6730802113082843762688
2025-01-04 04:07:00.000 UTC,24193314743102,6730877643943621859438
2025-01-04 04:08:00.000 UTC,24192848513212,6731007747644838303673
2025-01-04 04:09:00.000 UTC,24192145749528,6731203866729881365275
2025-01-04 04:10:00.000 UTC,24192051327970,6731230217666417763101
2025-01-04 04:11:00.000 UTC,24191287490235,6731443560935559238021
2025-01-04 04:12:00.000 UTC,24191192212707,6731470756919013014423
2025-01-04 04:13:00.000 UTC,24191850710528,6731288077170247901605
2025-01-04 04:14:00.000 UTC,24191164226224,6731479668948931949250
2025-01-04 04:15:00.000 UTC,24190993789285,6731527238099601300453
2025-01-04 04:16:00.000 UTC,24189568578778,6731925042279392549122
2025-01-04 04:20:00.000 UTC,24188045789806,6732352889553915338864
2025-01-04 04:21:00.000 UTC,24192545789806,6731104376133445048246
2025-01-04 04:22:00.000 UTC,24197045789806,6729856326396525644282
2025-01-04 04:23:00.000 UTC,24196665818539,6729962326396525644282
2025-01-04 04:24:00.000 UTC,24196203099387,6730091414949246240511
2025-01-04 04:25:00.000 UTC,24196166231006,6730103325940721515428
2025-01-04 04:26:00.000 UTC,24185919105500,6732963325940721515428
2025-01-04 04:29:00.000 UTC,24186218805500,6732880145696946165692
2025-01-04 04:30:00.000 UTC,24186263354162,6732867781613384972544
2025-01-04 04:31:00.000 UTC,24183498159053,6733639949232911635347
2025-01-04 04:32:00.000 UTC,24181319762269,6734248380773963907753
2025-01-04 04:35:00.000 UTC,24182011922269,6734056205108798175094
2025-01-04 04:36:00.000 UTC,24181532625048,6734190597064144186374
2025-01-04 04:37:00.000 UTC,24180931009929,6734358646078656393324
2025-01-04 04:38:00.000 UTC,24185138125659,6733191177230841965773
2025-01-04 04:40:00.000 UTC,24186226023148,6732889226538417813554
2025-01-04 04:41:00.000 UTC,24186064140340,6732936308887515347620
2025-01-04 04:42:00.000 UTC,24184856860030,6733273420692039706455
2025-01-04 04:43:00.000 UTC,24180108739455,6734599576591234573955
2025-01-04 04:44:00.000 UTC,24180209202031,6734571679996221507063
2025-01-04 04:47:00.000 UTC,24180238353794,6734563585135391219884
2025-01-04 04:48:00.000 UTC,24180143929240,6734589963044084115697
2025-01-04 04:49:00.000 UTC,24179997239035,6734630941998256503985
2025-01-04 04:52:00.000 UTC,24179277704489,6734831956305838094261
2025-01-04 04:54:00.000 UTC,24179452490564,6734783418258773815441
2025-01-04 04:59:00.000 UTC,24179554384847,6734755122566572831457
2025-01-04 05:00:00.000 UTC,24179675912075,6734721375184341104328
2025-01-04 05:02:00.000 UTC,24180481011344,6734497812491946948295
2025-01-04 05:03:00.000 UTC,24180739519280,6734426032287689810841
2025-01-04 05:04:00.000 UTC,24180370769887,6734529291990455236352
2025-01-04 05:05:00.000 UTC,24179883953693,6734665286975214283726
2025-01-04 05:06:00.000 UTC,24179902511693,6734660133647037416698
2025-01-04 05:07:00.000 UTC,24178320492541,6735102117224022030744
2025-01-04 05:09:00.000 UTC,24178168347632,6735144626436145934604
2025-01-04 05:11:00.000 UTC,24178192227632,6735137994313001039492
